frecuencia,Z/Cp/Cs,Tetha/Rp/D,
1.47E+04,1.10E-09,3.63E+02,
1.55E+04,1.04E-09,3.63E+02,
1.64E+04,9.80E-10,3.63E+02,
1.73E+04,9.25E-10,3.63E+02,
1.83E+04,8.74E-10,3.62E+02,
1.93E+04,8.27E-10,3.62E+02,
2.03E+04,7.83E-10,3.62E+02,
2.15E+04,7.42E-10,3.62E+02,
2.27E+04,7.03E-10,3.62E+02,
2.39E+04,6.66E-10,3.62E+02,
2.53E+04,6.32E-10,3.61E+02,
2.67E+04,6.01E-10,3.61E+02,
2.81E+04,5.71E-10,3.61E+02,
2.97E+04,5.43E-10,3.61E+02,
3.14E+04,5.17E-10,3.61E+02,
3.31E+04,4.92E-10,3.60E+02,
3.49E+04,4.69E-10,3.60E+02,
3.69E+04,4.47E-10,3.60E+02,
3.89E+04,4.26E-10,3.60E+02,
4.11E+04,4.06E-10,3.60E+02,
4.34E+04,3.87E-10,3.59E+02,
4.58E+04,3.70E-10,3.59E+02,
4.83E+04,3.53E-10,3.59E+02,
5.10E+04,3.38E-10,3.59E+02,
5.39E+04,3.23E-10,3.59E+02,
5.69E+04,3.08E-10,3.58E+02,
6.00E+04,2.95E-10,3.58E+02,
6.34E+04,2.82E-10,3.58E+02,
6.69E+04,2.70E-10,3.58E+02,
7.06E+04,2.58E-10,3.57E+02,
7.45E+04,2.47E-10,3.57E+02,
7.87E+04,2.37E-10,3.57E+02,
8.30E+04,2.27E-10,3.57E+02,
8.77E+04,2.17E-10,3.57E+02,
9.25E+04,2.09E-10,3.56E+02,
9.77E+04,2.00E-10,3.56E+02,
1.03E+05,1.92E-10,3.56E+02,
1.09E+05,1.85E-10,3.56E+02,
1.15E+05,1.77E-10,3.55E+02,
1.21E+05,1.70E-10,3.55E+02,
1.28E+05,1.64E-10,3.55E+02,
1.35E+05,1.57E-10,3.55E+02,
1.43E+05,1.51E-10,3.54E+02,
1.51E+05,1.46E-10,3.54E+02,
1.59E+05,1.40E-10,3.54E+02,
1.68E+05,1.35E-10,3.54E+02,
1.77E+05,1.30E-10,3.53E+02,
1.87E+05,1.25E-10,3.53E+02,
1.97E+05,1.20E-10,3.53E+02,
2.08E+05,1.16E-10,3.53E+02,
2.20E+05,1.12E-10,3.52E+02,
2.32E+05,1.08E-10,3.52E+02,
2.45E+05,1.04E-10,3.52E+02,
2.59E+05,1.00E-10,3.51E+02,
2.73E+05,9.67E-11,3.51E+02,
2.88E+05,9.34E-11,3.51E+02,
3.04E+05,9.02E-11,3.50E+02,
3.21E+05,8.72E-11,3.50E+02,
3.39E+05,8.41E-11,3.50E+02,
3.58E+05,8.12E-11,3.49E+02,
3.78E+05,7.85E-11,3.49E+02,
3.99E+05,7.59E-11,3.49E+02,
4.21E+05,7.34E-11,3.48E+02,
4.44E+05,7.10E-11,3.48E+02,
4.69E+05,6.87E-11,3.47E+02,
4.95E+05,6.64E-11,3.47E+02,
5.23E+05,6.43E-11,3.47E+02,
5.52E+05,6.22E-11,3.46E+02,
5.82E+05,6.02E-11,3.46E+02,
6.15E+05,5.83E-11,3.45E+02,
6.49E+05,5.65E-11,3.45E+02,
6.85E+05,5.47E-11,3.44E+02,
7.23E+05,5.31E-11,3.44E+02,
7.63E+05,5.14E-11,3.44E+02,
8.05E+05,4.98E-11,3.43E+02,
8.50E+05,4.83E-11,3.43E+02,
8.98E+05,4.68E-11,3.42E+02,
9.47E+05,4.54E-11,3.42E+02,
1.00E+06,4.40E-11,3.41E+02,
