frecuencia,Z/Cp/Cs,Tetha/Rp/D,
4.01E+03,7.09E-09,3.27E+02,
4.24E+03,6.52E-09,3.26E+02,
4.47E+03,6.01E-09,3.26E+02,
4.72E+03,5.53E-09,3.26E+02,
4.98E+03,5.10E-09,3.25E+02,
5.26E+03,4.71E-09,3.25E+02,
5.55E+03,4.34E-09,3.25E+02,
5.86E+03,4.01E-09,3.24E+02,
6.19E+03,3.71E-09,3.24E+02,
6.53E+03,3.43E-09,3.24E+02,
6.89E+03,3.17E-09,3.24E+02,
7.28E+03,2.94E-09,3.23E+02,
7.68E+03,2.72E-09,3.23E+02,
8.11E+03,2.52E-09,3.23E+02,
8.56E+03,2.34E-09,3.23E+02,
9.04E+03,2.17E-09,3.22E+02,
9.54E+03,2.02E-09,3.22E+02,
1.01E+04,1.88E-09,3.22E+02,
1.06E+04,1.75E-09,3.22E+02,
1.12E+04,1.63E-09,3.22E+02,
1.18E+04,1.52E-09,3.21E+02,
1.25E+04,1.42E-09,3.21E+02,
1.32E+04,1.33E-09,3.21E+02,
1.39E+04,1.24E-09,3.21E+02,
1.47E+04,1.16E-09,3.21E+02,
1.55E+04,1.09E-09,3.20E+02,
1.64E+04,1.02E-09,3.20E+02,
1.73E+04,9.57E-10,3.20E+02,
1.83E+04,8.98E-10,3.20E+02,
1.93E+04,8.44E-10,3.20E+02,
2.03E+04,7.95E-10,3.20E+02,
2.15E+04,7.48E-10,3.19E+02,
2.27E+04,7.04E-10,3.19E+02,
2.39E+04,6.65E-10,3.19E+02,
2.53E+04,6.27E-10,3.19E+02,
2.67E+04,5.93E-10,3.19E+02,
2.81E+04,5.61E-10,3.18E+02,
2.97E+04,5.31E-10,3.18E+02,
3.14E+04,5.03E-10,3.18E+02,
3.31E+04,4.77E-10,3.18E+02,
3.49E+04,4.52E-10,3.18E+02,
3.69E+04,4.29E-10,3.17E+02,
3.89E+04,4.08E-10,3.17E+02,
4.11E+04,3.88E-10,3.17E+02,
4.34E+04,3.69E-10,3.17E+02,
4.58E+04,3.51E-10,3.17E+02,
4.83E+04,3.35E-10,3.16E+02,
5.10E+04,3.19E-10,3.16E+02,
5.39E+04,3.05E-10,3.16E+02,
5.69E+04,2.91E-10,3.16E+02,
6.00E+04,2.79E-10,3.16E+02,
6.34E+04,2.66E-10,3.15E+02,
6.69E+04,2.55E-10,3.15E+02,
7.06E+04,2.44E-10,3.15E+02,
7.45E+04,2.34E-10,3.15E+02,
7.87E+04,2.24E-10,3.15E+02,
8.30E+04,2.15E-10,3.14E+02,
8.77E+04,2.06E-10,3.14E+02,
9.25E+04,1.98E-10,3.14E+02,
9.77E+04,1.90E-10,3.14E+02,
1.03E+05,1.83E-10,3.13E+02,
1.09E+05,1.76E-10,3.13E+02,
1.15E+05,1.69E-10,3.13E+02,
1.21E+05,1.63E-10,3.13E+02,
1.28E+05,1.57E-10,3.12E+02,
1.35E+05,1.51E-10,3.12E+02,
1.43E+05,1.45E-10,3.12E+02,
1.51E+05,1.40E-10,3.12E+02,
1.59E+05,1.35E-10,3.11E+02,
1.68E+05,1.31E-10,3.11E+02,
1.77E+05,1.26E-10,3.11E+02,
1.87E+05,1.22E-10,3.11E+02,
1.97E+05,1.17E-10,3.10E+02,
2.08E+05,1.13E-10,3.10E+02,
2.20E+05,1.10E-10,3.10E+02,
2.32E+05,1.06E-10,3.09E+02,
2.45E+05,1.03E-10,3.09E+02,
2.59E+05,9.92E-11,3.09E+02,
2.73E+05,9.60E-11,3.08E+02,
2.88E+05,9.28E-11,3.08E+02,
3.04E+05,8.99E-11,3.08E+02,
3.21E+05,8.70E-11,3.07E+02,
3.39E+05,8.43E-11,3.07E+02,
3.58E+05,8.16E-11,3.06E+02,
3.78E+05,7.91E-11,3.06E+02,
3.99E+05,7.66E-11,3.06E+02,
4.21E+05,7.43E-11,3.05E+02,
4.44E+05,7.19E-11,3.05E+02,
4.69E+05,6.98E-11,3.04E+02,
4.95E+05,6.77E-11,3.04E+02,
5.23E+05,6.56E-11,3.03E+02,
5.52E+05,6.36E-11,3.03E+02,
5.82E+05,6.17E-11,3.03E+02,
6.15E+05,5.99E-11,3.02E+02,
6.49E+05,5.81E-11,3.02E+02,
6.85E+05,5.63E-11,3.01E+02,
7.23E+05,5.47E-11,3.01E+02,
7.63E+05,5.31E-11,3.00E+02,
8.05E+05,5.15E-11,3.00E+02,
8.50E+05,5.00E-11,2.99E+02,
8.98E+05,4.85E-11,2.99E+02,
9.47E+05,4.71E-11,2.98E+02,
1.00E+06,4.57E-11,2.98E+02,
