frecuencia,Z/Cp/Cs,Tetha/Rp/D,
9.32E+02,5.50E-08,3.77E+02,
9.83E+02,5.02E-08,3.76E+02,
1.04E+03,4.57E-08,3.75E+02,
1.10E+03,4.16E-08,3.74E+02,
1.16E+03,3.80E-08,3.73E+02,
1.22E+03,3.45E-08,3.72E+02,
1.29E+03,3.14E-08,3.71E+02,
1.36E+03,2.86E-08,3.71E+02,
1.44E+03,2.60E-08,3.70E+02,
1.52E+03,2.37E-08,3.69E+02,
1.60E+03,2.15E-08,3.69E+02,
1.69E+03,1.96E-08,3.68E+02,
1.78E+03,1.78E-08,3.68E+02,
1.88E+03,1.62E-08,3.67E+02,
1.99E+03,1.47E-08,3.67E+02,
2.10E+03,1.33E-08,3.67E+02,
2.21E+03,1.21E-08,3.66E+02,
2.34E+03,1.10E-08,3.66E+02,
2.47E+03,1.00E-08,3.66E+02,
2.60E+03,9.08E-09,3.65E+02,
2.75E+03,8.25E-09,3.65E+02,
2.90E+03,7.49E-09,3.65E+02,
3.06E+03,6.80E-09,3.64E+02,
3.23E+03,6.17E-09,3.64E+02,
3.41E+03,5.60E-09,3.64E+02,
3.60E+03,5.08E-09,3.64E+02,
3.80E+03,4.61E-09,3.64E+02,
4.01E+03,4.19E-09,3.63E+02,
4.24E+03,3.81E-09,3.63E+02,
4.47E+03,3.45E-09,3.63E+02,
4.72E+03,3.14E-09,3.63E+02,
4.98E+03,2.85E-09,3.63E+02,
5.26E+03,2.58E-09,3.63E+02,
5.55E+03,2.34E-09,3.63E+02,
5.86E+03,2.13E-09,3.63E+02,
6.19E+03,1.93E-09,3.63E+02,
6.53E+03,1.76E-09,3.62E+02,
6.89E+03,1.60E-09,3.62E+02,
7.28E+03,1.45E-09,3.62E+02,
7.68E+03,1.32E-09,3.62E+02,
8.11E+03,1.20E-09,3.62E+02,
8.56E+03,1.09E-09,3.62E+02,
9.04E+03,9.92E-10,3.62E+02,
9.54E+03,9.02E-10,3.62E+02,
1.01E+04,8.19E-10,3.62E+02,
1.06E+04,7.46E-10,3.62E+02,
1.12E+04,6.80E-10,3.62E+02,
1.18E+04,6.20E-10,3.62E+02,
1.25E+04,5.65E-10,3.62E+02,
1.32E+04,5.15E-10,3.62E+02,
1.39E+04,4.71E-10,3.62E+02,
1.47E+04,4.30E-10,3.62E+02,
1.55E+04,3.93E-10,3.62E+02,
1.64E+04,3.59E-10,3.62E+02,
1.73E+04,3.29E-10,3.62E+02,
1.83E+04,3.01E-10,3.62E+02,
1.93E+04,2.76E-10,3.63E+02,
2.03E+04,2.54E-10,3.63E+02,
2.15E+04,2.33E-10,3.63E+02,
2.27E+04,2.14E-10,3.63E+02,
2.39E+04,1.97E-10,3.63E+02,
2.53E+04,1.82E-10,3.63E+02,
2.67E+04,1.69E-10,3.63E+02,
2.81E+04,1.56E-10,3.63E+02,
2.97E+04,1.45E-10,3.63E+02,
3.14E+04,1.35E-10,3.63E+02,
3.31E+04,1.25E-10,3.63E+02,
3.49E+04,1.17E-10,3.63E+02,
3.69E+04,1.09E-10,3.64E+02,
3.89E+04,1.02E-10,3.64E+02,
4.11E+04,9.54E-11,3.64E+02,
4.34E+04,8.97E-11,3.64E+02,
4.58E+04,8.43E-11,3.64E+02,
4.83E+04,7.96E-11,3.64E+02,
5.10E+04,7.52E-11,3.64E+02,
5.39E+04,7.12E-11,3.64E+02,
5.69E+04,6.77E-11,3.64E+02,
6.00E+04,6.46E-11,3.65E+02,
6.34E+04,6.14E-11,3.65E+02,
6.69E+04,5.87E-11,3.65E+02,
7.06E+04,5.62E-11,3.65E+02,
7.45E+04,5.40E-11,3.65E+02,
7.87E+04,5.19E-11,3.65E+02,
8.30E+04,5.00E-11,3.65E+02,
8.77E+04,4.83E-11,3.65E+02,
9.25E+04,4.66E-11,3.65E+02,
9.77E+04,4.52E-11,3.65E+02,
1.03E+05,4.39E-11,3.65E+02,
1.09E+05,4.26E-11,3.65E+02,
1.15E+05,4.15E-11,3.65E+02,
1.21E+05,4.05E-11,3.65E+02,
1.28E+05,3.95E-11,3.65E+02,
1.35E+05,3.86E-11,3.65E+02,
1.43E+05,3.78E-11,3.65E+02,
1.51E+05,3.70E-11,3.65E+02,
1.59E+05,3.63E-11,3.65E+02,
1.68E+05,3.57E-11,3.66E+02,
1.77E+05,3.51E-11,3.66E+02,
1.87E+05,3.45E-11,3.66E+02,
1.97E+05,3.40E-11,3.66E+02,
2.08E+05,3.35E-11,3.66E+02,
2.20E+05,3.30E-11,3.66E+02,
2.32E+05,3.26E-11,3.66E+02,
2.45E+05,3.21E-11,3.66E+02,
2.59E+05,3.18E-11,3.66E+02,
2.73E+05,3.14E-11,3.66E+02,
2.88E+05,3.10E-11,3.66E+02,
3.04E+05,3.07E-11,3.66E+02,
3.21E+05,3.04E-11,3.66E+02,
3.39E+05,3.01E-11,3.66E+02,
3.58E+05,2.98E-11,3.66E+02,
3.78E+05,2.96E-11,3.66E+02,
3.99E+05,2.93E-11,3.66E+02,
4.21E+05,2.90E-11,3.66E+02,
4.44E+05,2.88E-11,3.67E+02,
4.69E+05,2.86E-11,3.67E+02,
4.95E+05,2.84E-11,3.67E+02,
5.23E+05,2.82E-11,3.67E+02,
5.52E+05,2.80E-11,3.67E+02,
5.82E+05,2.78E-11,3.67E+02,
6.15E+05,2.76E-11,3.67E+02,
6.49E+05,2.74E-11,3.67E+02,
6.85E+05,2.72E-11,3.67E+02,
7.23E+05,2.70E-11,3.67E+02,
7.63E+05,2.69E-11,3.67E+02,
8.05E+05,2.67E-11,3.67E+02,
8.50E+05,2.65E-11,3.67E+02,
8.98E+05,2.64E-11,3.67E+02,
9.47E+05,2.62E-11,3.67E+02,
1.00E+06,2.60E-11,3.67E+02,
