frecuencia,Z/Cp/Cs,Tetha/Rp/D,
7.28E+03,1.32E-09,3.82E+02,
7.68E+03,1.19E-09,3.82E+02,
8.11E+03,1.08E-09,3.82E+02,
8.56E+03,9.84E-10,3.82E+02,
9.04E+03,8.94E-10,3.82E+02,
9.54E+03,8.12E-10,3.82E+02,
1.01E+04,7.37E-10,3.82E+02,
1.06E+04,6.71E-10,3.82E+02,
1.12E+04,6.11E-10,3.82E+02,
1.18E+04,5.56E-10,3.82E+02,
1.25E+04,5.07E-10,3.82E+02,
1.32E+04,4.61E-10,3.82E+02,
1.39E+04,4.21E-10,3.82E+02,
1.47E+04,3.84E-10,3.82E+02,
1.55E+04,3.51E-10,3.82E+02,
1.64E+04,3.21E-10,3.82E+02,
1.73E+04,2.93E-10,3.82E+02,
1.83E+04,2.68E-10,3.82E+02,
1.93E+04,2.46E-10,3.82E+02,
2.03E+04,2.26E-10,3.82E+02,
2.15E+04,2.07E-10,3.82E+02,
2.27E+04,1.91E-10,3.82E+02,
2.39E+04,1.75E-10,3.82E+02,
2.53E+04,1.62E-10,3.82E+02,
2.67E+04,1.50E-10,3.82E+02,
2.81E+04,1.38E-10,3.82E+02,
2.97E+04,1.28E-10,3.82E+02,
3.14E+04,1.19E-10,3.82E+02,
3.31E+04,1.11E-10,3.82E+02,
3.49E+04,1.03E-10,3.82E+02,
3.69E+04,9.64E-11,3.82E+02,
3.89E+04,9.01E-11,3.82E+02,
4.11E+04,8.44E-11,3.82E+02,
4.34E+04,7.92E-11,3.82E+02,
4.58E+04,7.45E-11,3.83E+02,
4.83E+04,7.02E-11,3.83E+02,
5.10E+04,6.63E-11,3.83E+02,
5.39E+04,6.28E-11,3.83E+02,
5.69E+04,5.96E-11,3.83E+02,
6.00E+04,5.66E-11,3.83E+02,
6.34E+04,5.40E-11,3.83E+02,
6.69E+04,5.16E-11,3.83E+02,
7.06E+04,4.94E-11,3.83E+02,
7.45E+04,4.73E-11,3.83E+02,
7.87E+04,4.55E-11,3.83E+02,
8.30E+04,4.38E-11,3.83E+02,
8.77E+04,4.22E-11,3.83E+02,
9.25E+04,4.08E-11,3.83E+02,
9.77E+04,3.96E-11,3.83E+02,
1.03E+05,3.84E-11,3.83E+02,
1.09E+05,3.73E-11,3.83E+02,
1.15E+05,3.62E-11,3.83E+02,
1.21E+05,3.53E-11,3.83E+02,
1.28E+05,3.45E-11,3.83E+02,
1.35E+05,3.37E-11,3.83E+02,
1.43E+05,3.30E-11,3.83E+02,
1.51E+05,3.23E-11,3.84E+02,
1.59E+05,3.17E-11,3.84E+02,
1.68E+05,3.11E-11,3.84E+02,
1.77E+05,3.05E-11,3.84E+02,
1.87E+05,3.00E-11,3.84E+02,
1.97E+05,2.96E-11,3.84E+02,
2.08E+05,2.91E-11,3.84E+02,
2.20E+05,2.87E-11,3.84E+02,
2.32E+05,2.83E-11,3.84E+02,
2.45E+05,2.80E-11,3.84E+02,
2.59E+05,2.76E-11,3.84E+02,
2.73E+05,2.73E-11,3.84E+02,
2.88E+05,2.70E-11,3.84E+02,
3.04E+05,2.67E-11,3.84E+02,
3.21E+05,2.64E-11,3.84E+02,
3.39E+05,2.61E-11,3.84E+02,
3.58E+05,2.59E-11,3.84E+02,
3.78E+05,2.57E-11,3.84E+02,
3.99E+05,2.54E-11,3.84E+02,
4.21E+05,2.52E-11,3.84E+02,
4.44E+05,2.50E-11,3.84E+02,
4.69E+05,2.48E-11,3.84E+02,
4.95E+05,2.46E-11,3.84E+02,
5.23E+05,2.44E-11,3.84E+02,
5.52E+05,2.42E-11,3.84E+02,
5.82E+05,2.40E-11,3.84E+02,
6.15E+05,2.39E-11,3.84E+02,
6.49E+05,2.37E-11,3.84E+02,
6.85E+05,2.35E-11,3.84E+02,
7.23E+05,2.33E-11,3.84E+02,
7.63E+05,2.32E-11,3.84E+02,
8.05E+05,2.30E-11,3.84E+02,
8.50E+05,2.29E-11,3.84E+02,
8.98E+05,2.27E-11,3.84E+02,
9.47E+05,2.26E-11,3.84E+02,
1.00E+06,2.24E-11,3.84E+02,
