frecuencia,Z/Cp/Cs,Tetha/Rp/D,
1.69E+03,3.08E+02,-4.41E+00,
1.78E+03,3.07E+02,-4.23E+00,
1.88E+03,3.07E+02,-4.05E+00,
1.99E+03,3.07E+02,-3.88E+00,
2.10E+03,3.07E+02,-3.72E+00,
2.21E+03,3.06E+02,-3.56E+00,
2.34E+03,3.06E+02,-3.41E+00,
2.47E+03,3.06E+02,-3.27E+00,
2.60E+03,3.06E+02,-3.13E+00,
2.75E+03,3.05E+02,-3.00E+00,
2.90E+03,3.05E+02,-2.87E+00,
3.06E+03,3.05E+02,-2.75E+00,
3.23E+03,3.05E+02,-2.64E+00,
3.41E+03,3.05E+02,-2.52E+00,
3.60E+03,3.05E+02,-2.42E+00,
3.80E+03,3.04E+02,-2.31E+00,
4.01E+03,3.04E+02,-2.22E+00,
4.24E+03,3.04E+02,-2.12E+00,
4.47E+03,3.04E+02,-2.03E+00,
4.72E+03,3.04E+02,-1.95E+00,
4.98E+03,3.04E+02,-1.86E+00,
5.26E+03,3.04E+02,-1.79E+00,
5.55E+03,3.04E+02,-1.71E+00,
5.86E+03,3.04E+02,-1.64E+00,
6.19E+03,3.04E+02,-1.57E+00,
6.53E+03,3.04E+02,-1.51E+00,
6.89E+03,3.04E+02,-1.44E+00,
7.28E+03,3.04E+02,-1.38E+00,
7.68E+03,3.04E+02,-1.33E+00,
8.11E+03,3.04E+02,-1.27E+00,
8.56E+03,3.04E+02,-1.22E+00,
9.04E+03,3.04E+02,-1.17E+00,
9.54E+03,3.03E+02,-1.13E+00,
1.01E+04,3.03E+02,-1.08E+00,
1.06E+04,3.03E+02,-1.04E+00,
1.12E+04,3.03E+02,-1.00E+00,
1.18E+04,3.03E+02,-9.65E-01,
1.25E+04,3.03E+02,-9.29E-01,
1.32E+04,3.03E+02,-8.95E-01,
1.39E+04,3.03E+02,-8.63E-01,
1.47E+04,3.04E+02,-8.33E-01,
1.55E+04,3.04E+02,-8.04E-01,
1.64E+04,3.04E+02,-7.77E-01,
1.73E+04,3.04E+02,-7.51E-01,
1.83E+04,3.04E+02,-7.27E-01,
1.93E+04,3.04E+02,-7.05E-01,
2.03E+04,3.04E+02,-6.84E-01,
2.15E+04,3.04E+02,-6.65E-01,
2.27E+04,3.04E+02,-6.46E-01,
2.39E+04,3.04E+02,-6.29E-01,
2.53E+04,3.04E+02,-6.14E-01,
2.67E+04,3.04E+02,-6.00E-01,
2.81E+04,3.04E+02,-5.87E-01,
2.97E+04,3.04E+02,-5.76E-01,
3.14E+04,3.04E+02,-5.66E-01,
3.31E+04,3.04E+02,-5.57E-01,
3.49E+04,3.04E+02,-5.49E-01,
3.69E+04,3.04E+02,-5.42E-01,
3.89E+04,3.04E+02,-5.37E-01,
4.11E+04,3.04E+02,-5.32E-01,
4.34E+04,3.04E+02,-5.28E-01,
4.58E+04,3.04E+02,-5.26E-01,
4.83E+04,3.04E+02,-5.25E-01,
5.10E+04,3.04E+02,-5.24E-01,
5.39E+04,3.04E+02,-5.26E-01,
5.69E+04,3.04E+02,-5.28E-01,
6.00E+04,3.04E+02,-5.31E-01,
6.34E+04,3.04E+02,-5.36E-01,
6.69E+04,3.04E+02,-5.42E-01,
7.06E+04,3.04E+02,-5.49E-01,
7.45E+04,3.04E+02,-5.57E-01,
7.87E+04,3.04E+02,-5.66E-01,
8.30E+04,3.04E+02,-5.77E-01,
8.77E+04,3.04E+02,-5.89E-01,
9.25E+04,3.04E+02,-6.02E-01,
9.77E+04,3.04E+02,-6.17E-01,
1.03E+05,3.04E+02,-6.32E-01,
1.09E+05,3.04E+02,-6.49E-01,
1.15E+05,3.05E+02,-6.69E-01,
1.21E+05,3.05E+02,-6.89E-01,
1.28E+05,3.05E+02,-7.11E-01,
1.35E+05,3.05E+02,-7.34E-01,
1.43E+05,3.05E+02,-7.60E-01,
1.51E+05,3.05E+02,-7.87E-01,
1.59E+05,3.05E+02,-8.15E-01,
1.68E+05,3.05E+02,-8.46E-01,
1.77E+05,3.05E+02,-8.79E-01,
1.87E+05,3.05E+02,-9.13E-01,
1.97E+05,3.05E+02,-9.50E-01,
2.08E+05,3.05E+02,-9.89E-01,
2.20E+05,3.05E+02,-1.03E+00,
2.32E+05,3.05E+02,-1.07E+00,
2.45E+05,3.05E+02,-1.12E+00,
2.59E+05,3.05E+02,-1.17E+00,
2.73E+05,3.05E+02,-1.22E+00,
2.88E+05,3.05E+02,-1.28E+00,
3.04E+05,3.05E+02,-1.33E+00,
3.21E+05,3.05E+02,-1.39E+00,
3.39E+05,3.05E+02,-1.46E+00,
3.58E+05,3.05E+02,-1.52E+00,
3.78E+05,3.05E+02,-1.60E+00,
3.99E+05,3.05E+02,-1.67E+00,
4.21E+05,3.05E+02,-1.75E+00,
4.44E+05,3.05E+02,-1.83E+00,
4.69E+05,3.05E+02,-1.92E+00,
4.95E+05,3.05E+02,-2.01E+00,
5.23E+05,3.05E+02,-2.11E+00,
5.52E+05,3.05E+02,-2.21E+00,
5.82E+05,3.05E+02,-2.31E+00,
6.15E+05,3.05E+02,-2.42E+00,
6.49E+05,3.04E+02,-2.54E+00,
6.85E+05,3.04E+02,-2.67E+00,
7.23E+05,3.04E+02,-2.80E+00,
7.63E+05,3.04E+02,-2.93E+00,
8.05E+05,3.04E+02,-3.08E+00,
8.50E+05,3.04E+02,-3.23E+00,
8.98E+05,3.04E+02,-3.38E+00,
9.47E+05,3.04E+02,-3.55E+00,
1.00E+06,3.04E+02,-3.72E+00,
