frecuencia,Z/Cp/Cs,Tetha/Rp/D,
8.56E+03,2.44E+02,-1.25E+00,
9.04E+03,2.44E+02,-1.20E+00,
9.54E+03,2.44E+02,-1.15E+00,
1.01E+04,2.44E+02,-1.10E+00,
1.06E+04,2.44E+02,-1.06E+00,
1.12E+04,2.44E+02,-1.02E+00,
1.18E+04,2.44E+02,-9.82E-01,
1.25E+04,2.43E+02,-9.46E-01,
1.32E+04,2.43E+02,-9.11E-01,
1.39E+04,2.44E+02,-8.77E-01,
1.47E+04,2.43E+02,-8.47E-01,
1.55E+04,2.43E+02,-8.18E-01,
1.64E+04,2.43E+02,-7.91E-01,
1.73E+04,2.43E+02,-7.65E-01,
1.83E+04,2.43E+02,-7.41E-01,
1.93E+04,2.43E+02,-7.20E-01,
2.03E+04,2.43E+02,-6.99E-01,
2.15E+04,2.43E+02,-6.80E-01,
2.27E+04,2.43E+02,-6.62E-01,
2.39E+04,2.43E+02,-6.46E-01,
2.53E+04,2.43E+02,-6.32E-01,
2.67E+04,2.43E+02,-6.18E-01,
2.81E+04,2.43E+02,-6.07E-01,
2.97E+04,2.43E+02,-5.96E-01,
3.14E+04,2.43E+02,-5.86E-01,
3.31E+04,2.43E+02,-5.79E-01,
3.49E+04,2.43E+02,-5.72E-01,
3.69E+04,2.43E+02,-5.67E-01,
3.89E+04,2.43E+02,-5.63E-01,
4.11E+04,2.43E+02,-5.60E-01,
4.34E+04,2.43E+02,-5.58E-01,
4.58E+04,2.43E+02,-5.58E-01,
4.83E+04,2.43E+02,-5.58E-01,
5.10E+04,2.43E+02,-5.61E-01,
5.39E+04,2.43E+02,-5.64E-01,
5.69E+04,2.43E+02,-5.69E-01,
6.00E+04,2.43E+02,-5.75E-01,
6.34E+04,2.43E+02,-5.82E-01,
6.69E+04,2.43E+02,-5.90E-01,
7.06E+04,2.43E+02,-6.00E-01,
7.45E+04,2.43E+02,-6.11E-01,
7.87E+04,2.44E+02,-6.23E-01,
8.30E+04,2.44E+02,-6.37E-01,
8.77E+04,2.43E+02,-6.52E-01,
9.25E+04,2.43E+02,-6.69E-01,
9.77E+04,2.43E+02,-6.86E-01,
1.03E+05,2.43E+02,-7.06E-01,
1.09E+05,2.43E+02,-7.27E-01,
1.15E+05,2.43E+02,-7.51E-01,
1.21E+05,2.43E+02,-7.75E-01,
1.28E+05,2.43E+02,-8.00E-01,
1.35E+05,2.43E+02,-8.29E-01,
1.43E+05,2.43E+02,-8.59E-01,
1.51E+05,2.43E+02,-8.91E-01,
1.59E+05,2.43E+02,-9.25E-01,
1.68E+05,2.43E+02,-9.60E-01,
1.77E+05,2.43E+02,-9.98E-01,
1.87E+05,2.43E+02,-1.04E+00,
1.97E+05,2.43E+02,-1.08E+00,
2.08E+05,2.43E+02,-1.13E+00,
2.20E+05,2.43E+02,-1.17E+00,
2.32E+05,2.43E+02,-1.22E+00,
2.45E+05,2.43E+02,-1.28E+00,
2.59E+05,2.43E+02,-1.33E+00,
2.73E+05,2.43E+02,-1.40E+00,
2.88E+05,2.43E+02,-1.46E+00,
3.04E+05,2.43E+02,-1.52E+00,
3.21E+05,2.43E+02,-1.59E+00,
3.39E+05,2.43E+02,-1.67E+00,
3.58E+05,2.43E+02,-1.74E+00,
3.78E+05,2.43E+02,-1.82E+00,
3.99E+05,2.43E+02,-1.91E+00,
4.21E+05,2.43E+02,-2.00E+00,
4.44E+05,2.43E+02,-2.10E+00,
4.69E+05,2.43E+02,-2.20E+00,
4.95E+05,2.43E+02,-2.30E+00,
5.23E+05,2.43E+02,-2.41E+00,
5.52E+05,2.43E+02,-2.53E+00,
5.82E+05,2.43E+02,-2.65E+00,
6.15E+05,2.42E+02,-2.77E+00,
6.49E+05,2.42E+02,-2.91E+00,
6.85E+05,2.42E+02,-3.05E+00,
7.23E+05,2.42E+02,-3.20E+00,
7.63E+05,2.42E+02,-3.35E+00,
8.05E+05,2.42E+02,-3.52E+00,
8.50E+05,2.42E+02,-3.68E+00,
8.98E+05,2.42E+02,-3.86E+00,
9.47E+05,2.42E+02,-4.05E+00,
1.00E+06,2.41E+02,-4.25E+00,
