frecuencia,Z/Cp/Cs,Tetha/Rp/D,
1.35E+05,9.16E-11,3.48E+02,
1.43E+05,9.00E-11,3.48E+02,
1.51E+05,8.84E-11,3.48E+02,
1.59E+05,8.70E-11,3.48E+02,
1.68E+05,8.55E-11,3.48E+02,
1.77E+05,8.42E-11,3.48E+02,
1.87E+05,8.30E-11,3.48E+02,
1.97E+05,8.17E-11,3.48E+02,
2.08E+05,8.05E-11,3.48E+02,
2.20E+05,7.94E-11,3.48E+02,
2.32E+05,7.83E-11,3.48E+02,
2.45E+05,7.72E-11,3.48E+02,
2.59E+05,7.62E-11,3.48E+02,
2.73E+05,7.52E-11,3.48E+02,
2.88E+05,7.42E-11,3.48E+02,
3.04E+05,7.34E-11,3.48E+02,
3.21E+05,7.25E-11,3.48E+02,
3.39E+05,7.16E-11,3.48E+02,
3.58E+05,7.07E-11,3.48E+02,
3.78E+05,6.99E-11,3.48E+02,
3.99E+05,6.90E-11,3.47E+02,
4.21E+05,6.82E-11,3.47E+02,
4.44E+05,6.75E-11,3.47E+02,
4.69E+05,6.67E-11,3.47E+02,
4.95E+05,6.60E-11,3.47E+02,
5.23E+05,6.52E-11,3.46E+02,
5.52E+05,6.45E-11,3.46E+02,
5.82E+05,6.38E-11,3.46E+02,
6.15E+05,6.32E-11,3.46E+02,
6.49E+05,6.25E-11,3.46E+02,
6.85E+05,6.18E-11,3.45E+02,
7.23E+05,6.11E-11,3.45E+02,
7.63E+05,6.05E-11,3.45E+02,
8.05E+05,5.99E-11,3.44E+02,
8.50E+05,5.92E-11,3.44E+02,
8.98E+05,5.86E-11,3.44E+02,
9.47E+05,5.79E-11,3.43E+02,
1.00E+06,5.73E-11,3.43E+02,
