frecuencia,Z/Cp/Cs,Tetha/Rp/D,
4.83E+04,2.24E-10,1.19E+04,
5.10E+04,2.22E-10,1.19E+04,
5.39E+04,2.21E-10,1.18E+04,
5.69E+04,2.19E-10,1.17E+04,
6.00E+04,2.18E-10,1.16E+04,
6.34E+04,2.16E-10,1.15E+04,
6.69E+04,2.15E-10,1.14E+04,
7.06E+04,2.14E-10,1.13E+04,
7.45E+04,2.12E-10,1.12E+04,
7.87E+04,2.11E-10,1.11E+04,
8.30E+04,2.09E-10,1.10E+04,
8.77E+04,2.08E-10,1.08E+04,
9.25E+04,2.07E-10,1.07E+04,
9.77E+04,2.06E-10,1.06E+04,
1.03E+05,2.04E-10,1.05E+04,
1.09E+05,2.03E-10,1.04E+04,
1.15E+05,2.02E-10,1.02E+04,
1.21E+05,2.01E-10,1.01E+04,
1.28E+05,2.00E-10,9.94E+03,
1.35E+05,1.99E-10,9.80E+03,
1.43E+05,1.97E-10,9.65E+03,
1.51E+05,1.96E-10,9.50E+03,
1.59E+05,1.95E-10,9.35E+03,
1.68E+05,1.94E-10,9.19E+03,
1.77E+05,1.93E-10,9.03E+03,
1.87E+05,1.92E-10,8.87E+03,
1.97E+05,1.91E-10,8.69E+03,
2.08E+05,1.90E-10,8.52E+03,
2.20E+05,1.89E-10,8.35E+03,
2.32E+05,1.88E-10,8.17E+03,
2.45E+05,1.87E-10,7.98E+03,
2.59E+05,1.86E-10,7.80E+03,
2.73E+05,1.85E-10,7.60E+03,
2.88E+05,1.84E-10,7.41E+03,
3.04E+05,1.83E-10,7.21E+03,
3.21E+05,1.82E-10,7.01E+03,
3.39E+05,1.81E-10,6.81E+03,
3.58E+05,1.80E-10,6.61E+03,
3.78E+05,1.79E-10,6.40E+03,
3.99E+05,1.78E-10,6.19E+03,
4.21E+05,1.77E-10,5.98E+03,
4.44E+05,1.76E-10,5.77E+03,
4.69E+05,1.75E-10,5.56E+03,
4.95E+05,1.74E-10,5.35E+03,
5.23E+05,1.73E-10,5.14E+03,
5.52E+05,1.72E-10,4.93E+03,
5.82E+05,1.71E-10,4.72E+03,
6.15E+05,1.70E-10,4.51E+03,
6.49E+05,1.69E-10,4.31E+03,
6.85E+05,1.68E-10,4.11E+03,
7.23E+05,1.67E-10,3.91E+03,
7.63E+05,1.65E-10,3.72E+03,
8.05E+05,1.64E-10,3.53E+03,
8.50E+05,1.63E-10,3.34E+03,
8.98E+05,1.62E-10,3.16E+03,
9.47E+05,1.61E-10,2.99E+03,
1.00E+06,1.59E-10,2.82E+03,
