frecuencia,Z/Cp/Cs,Tetha/Rp/D,
6.73E+02,6.32E-08,4.61E+02,
7.11E+02,5.77E-08,4.59E+02,
7.50E+02,5.26E-08,4.58E+02,
7.92E+02,4.80E-08,4.57E+02,
8.36E+02,4.39E-08,4.55E+02,
8.82E+02,3.99E-08,4.55E+02,
9.32E+02,3.63E-08,4.54E+02,
9.83E+02,3.31E-08,4.53E+02,
1.04E+03,3.01E-08,4.52E+02,
1.10E+03,2.73E-08,4.51E+02,
1.16E+03,2.49E-08,4.50E+02,
1.22E+03,2.27E-08,4.50E+02,
1.29E+03,2.06E-08,4.49E+02,
1.36E+03,1.87E-08,4.48E+02,
1.44E+03,1.70E-08,4.48E+02,
1.52E+03,1.55E-08,4.47E+02,
1.60E+03,1.41E-08,4.47E+02,
1.69E+03,1.28E-08,4.46E+02,
1.78E+03,1.16E-08,4.46E+02,
1.88E+03,1.06E-08,4.45E+02,
1.99E+03,9.63E-09,4.44E+02,
2.10E+03,8.72E-09,4.45E+02,
2.21E+03,7.92E-09,4.44E+02,
2.34E+03,7.20E-09,4.44E+02,
2.47E+03,6.55E-09,4.44E+02,
2.60E+03,5.94E-09,4.43E+02,
2.75E+03,5.41E-09,4.43E+02,
2.90E+03,4.91E-09,4.43E+02,
3.06E+03,4.46E-09,4.43E+02,
3.23E+03,4.07E-09,4.42E+02,
3.41E+03,3.69E-09,4.42E+02,
3.60E+03,3.35E-09,4.42E+02,
3.80E+03,3.05E-09,4.42E+02,
4.01E+03,2.78E-09,4.42E+02,
4.24E+03,2.53E-09,4.42E+02,
4.47E+03,2.30E-09,4.41E+02,
4.72E+03,2.10E-09,4.41E+02,
4.98E+03,1.91E-09,4.41E+02,
5.26E+03,1.74E-09,4.41E+02,
5.55E+03,1.59E-09,4.41E+02,
5.86E+03,1.45E-09,4.41E+02,
6.19E+03,1.32E-09,4.41E+02,
6.53E+03,1.21E-09,4.41E+02,
6.89E+03,1.10E-09,4.41E+02,
7.28E+03,1.01E-09,4.41E+02,
7.68E+03,9.26E-10,4.41E+02,
8.11E+03,8.49E-10,4.41E+02,
8.56E+03,7.79E-10,4.40E+02,
9.04E+03,7.16E-10,4.40E+02,
9.54E+03,6.58E-10,4.41E+02,
1.01E+04,6.05E-10,4.41E+02,
1.06E+04,5.58E-10,4.41E+02,
1.12E+04,5.16E-10,4.40E+02,
1.18E+04,4.77E-10,4.41E+02,
1.25E+04,4.41E-10,4.41E+02,
1.32E+04,4.09E-10,4.40E+02,
1.39E+04,3.80E-10,4.40E+02,
1.47E+04,3.53E-10,4.40E+02,
1.55E+04,3.29E-10,4.40E+02,
1.64E+04,3.07E-10,4.40E+02,
1.73E+04,2.87E-10,4.40E+02,
1.83E+04,2.68E-10,4.40E+02,
1.93E+04,2.52E-10,4.40E+02,
2.03E+04,2.37E-10,4.40E+02,
2.15E+04,2.23E-10,4.40E+02,
2.27E+04,2.10E-10,4.40E+02,
2.39E+04,1.99E-10,4.40E+02,
2.53E+04,1.88E-10,4.40E+02,
2.67E+04,1.79E-10,4.40E+02,
2.81E+04,1.70E-10,4.40E+02,
2.97E+04,1.62E-10,4.40E+02,
3.14E+04,1.55E-10,4.39E+02,
3.31E+04,1.48E-10,4.39E+02,
3.49E+04,1.42E-10,4.40E+02,
3.69E+04,1.36E-10,4.40E+02,
3.89E+04,1.31E-10,4.40E+02,
4.11E+04,1.26E-10,4.40E+02,
4.34E+04,1.22E-10,4.40E+02,
4.58E+04,1.18E-10,4.40E+02,
4.83E+04,1.14E-10,4.40E+02,
5.10E+04,1.10E-10,4.40E+02,
5.39E+04,1.07E-10,4.40E+02,
5.69E+04,1.04E-10,4.40E+02,
6.00E+04,1.01E-10,4.40E+02,
6.34E+04,9.89E-11,4.40E+02,
6.69E+04,9.65E-11,4.40E+02,
7.06E+04,9.42E-11,4.40E+02,
7.45E+04,9.21E-11,4.40E+02,
7.87E+04,9.02E-11,4.40E+02,
8.30E+04,8.84E-11,4.40E+02,
8.77E+04,8.67E-11,4.40E+02,
9.25E+04,8.50E-11,4.40E+02,
9.77E+04,8.35E-11,4.40E+02,
1.03E+05,8.21E-11,4.40E+02,
1.09E+05,8.08E-11,4.40E+02,
1.15E+05,7.95E-11,4.39E+02,
1.21E+05,7.82E-11,4.39E+02,
1.28E+05,7.71E-11,4.39E+02,
1.35E+05,7.60E-11,4.39E+02,
1.43E+05,7.50E-11,4.39E+02,
1.51E+05,7.40E-11,4.39E+02,
1.59E+05,7.30E-11,4.39E+02,
1.68E+05,7.21E-11,4.39E+02,
1.77E+05,7.12E-11,4.39E+02,
1.87E+05,7.04E-11,4.39E+02,
1.97E+05,6.96E-11,4.39E+02,
2.08E+05,6.88E-11,4.39E+02,
2.20E+05,6.80E-11,4.38E+02,
2.32E+05,6.73E-11,4.38E+02,
2.45E+05,6.65E-11,4.38E+02,
2.59E+05,6.59E-11,4.38E+02,
2.73E+05,6.52E-11,4.38E+02,
2.88E+05,6.45E-11,4.38E+02,
3.04E+05,6.39E-11,4.37E+02,
3.21E+05,6.33E-11,4.37E+02,
3.39E+05,6.26E-11,4.37E+02,
3.58E+05,6.21E-11,4.37E+02,
3.78E+05,6.15E-11,4.36E+02,
3.99E+05,6.09E-11,4.36E+02,
4.21E+05,6.03E-11,4.36E+02,
4.44E+05,5.98E-11,4.35E+02,
4.69E+05,5.92E-11,4.35E+02,
4.95E+05,5.87E-11,4.35E+02,
5.23E+05,5.81E-11,4.34E+02,
5.52E+05,5.76E-11,4.34E+02,
5.82E+05,5.71E-11,4.33E+02,
6.15E+05,5.65E-11,4.33E+02,
6.49E+05,5.60E-11,4.32E+02,
6.85E+05,5.55E-11,4.32E+02,
7.23E+05,5.50E-11,4.31E+02,
7.63E+05,5.45E-11,4.31E+02,
8.05E+05,5.40E-11,4.30E+02,
8.50E+05,5.35E-11,4.29E+02,
8.98E+05,5.29E-11,4.28E+02,
9.47E+05,5.24E-11,4.28E+02,
1.00E+06,5.19E-11,4.27E+02,
