frecuencia,Z/Cp/Cs,Tetha/Rp/D,
4.83E+04,8.01E-11,3.43E+02,
5.10E+04,7.59E-11,3.44E+02,
5.39E+04,7.21E-11,3.44E+02,
5.69E+04,6.86E-11,3.44E+02,
6.00E+04,6.56E-11,3.44E+02,
6.34E+04,6.26E-11,3.44E+02,
6.69E+04,6.00E-11,3.44E+02,
7.06E+04,5.76E-11,3.44E+02,
7.45E+04,5.54E-11,3.44E+02,
7.87E+04,5.33E-11,3.44E+02,
8.30E+04,5.15E-11,3.44E+02,
8.77E+04,4.98E-11,3.44E+02,
9.25E+04,4.83E-11,3.44E+02,
9.77E+04,4.68E-11,3.45E+02,
1.03E+05,4.55E-11,3.45E+02,
1.09E+05,4.47E-11,3.45E+02,
1.15E+05,4.36E-11,3.45E+02,
1.21E+05,4.25E-11,3.45E+02,
1.28E+05,4.15E-11,3.45E+02,
1.35E+05,4.06E-11,3.45E+02,
1.43E+05,3.98E-11,3.45E+02,
1.51E+05,3.90E-11,3.45E+02,
1.59E+05,3.83E-11,3.45E+02,
1.68E+05,3.76E-11,3.45E+02,
1.77E+05,3.70E-11,3.46E+02,
1.87E+05,3.64E-11,3.46E+02,
1.97E+05,3.59E-11,3.46E+02,
2.08E+05,3.54E-11,3.46E+02,
2.20E+05,3.49E-11,3.46E+02,
2.32E+05,3.44E-11,3.46E+02,
2.45E+05,3.40E-11,3.46E+02,
2.59E+05,3.36E-11,3.46E+02,
2.73E+05,3.32E-11,3.46E+02,
2.88E+05,3.28E-11,3.46E+02,
3.04E+05,3.25E-11,3.46E+02,
3.21E+05,3.21E-11,3.46E+02,
3.39E+05,3.18E-11,3.46E+02,
3.58E+05,3.15E-11,3.46E+02,
3.78E+05,3.12E-11,3.46E+02,
3.99E+05,3.10E-11,3.46E+02,
4.21E+05,3.07E-11,3.46E+02,
4.44E+05,3.04E-11,3.46E+02,
4.69E+05,3.02E-11,3.47E+02,
4.95E+05,3.00E-11,3.47E+02,
5.23E+05,2.98E-11,3.47E+02,
5.52E+05,2.96E-11,3.47E+02,
5.82E+05,2.93E-11,3.47E+02,
6.15E+05,2.91E-11,3.47E+02,
6.49E+05,2.89E-11,3.47E+02,
6.85E+05,2.87E-11,3.47E+02,
7.23E+05,2.85E-11,3.47E+02,
7.63E+05,2.84E-11,3.47E+02,
8.05E+05,2.82E-11,3.47E+02,
8.50E+05,2.80E-11,3.47E+02,
8.98E+05,2.78E-11,3.47E+02,
9.47E+05,2.77E-11,3.47E+02,
1.00E+06,2.75E-11,3.47E+02,
