frecuencia,Z/Cp/Cs,Tetha/Rp/D,
3.39E+05,5.82E-11,2.38E+02,
3.58E+05,5.77E-11,2.38E+02,
3.78E+05,5.72E-11,2.38E+02,
3.99E+05,5.67E-11,2.38E+02,
4.21E+05,5.63E-11,2.38E+02,
4.44E+05,5.58E-11,2.38E+02,
4.69E+05,5.53E-11,2.37E+02,
4.95E+05,5.50E-11,2.37E+02,
5.23E+05,5.46E-11,2.37E+02,
5.52E+05,5.42E-11,2.37E+02,
5.82E+05,5.38E-11,2.37E+02,
6.15E+05,5.34E-11,2.37E+02,
6.49E+05,5.31E-11,2.37E+02,
6.85E+05,5.27E-11,2.37E+02,
7.23E+05,5.24E-11,2.37E+02,
7.63E+05,5.20E-11,2.37E+02,
8.05E+05,5.17E-11,2.37E+02,
8.50E+05,5.13E-11,2.37E+02,
8.98E+05,5.10E-11,2.36E+02,
9.47E+05,5.06E-11,2.36E+02,
1.00E+06,5.03E-11,2.36E+02,
