frecuencia,Z/Cp/Cs,Tetha/Rp/D,
1.39E+04,4.95E-10,3.23E+02,
1.47E+04,4.52E-10,3.23E+02,
1.55E+04,4.14E-10,3.23E+02,
1.64E+04,3.79E-10,3.23E+02,
1.73E+04,3.48E-10,3.23E+02,
1.83E+04,3.19E-10,3.23E+02,
1.93E+04,2.94E-10,3.23E+02,
2.03E+04,2.70E-10,3.23E+02,
2.15E+04,2.49E-10,3.23E+02,
2.27E+04,2.30E-10,3.23E+02,
2.39E+04,2.12E-10,3.23E+02,
2.53E+04,1.97E-10,3.23E+02,
2.67E+04,1.82E-10,3.23E+02,
2.81E+04,1.70E-10,3.23E+02,
2.97E+04,1.58E-10,3.23E+02,
3.14E+04,1.47E-10,3.23E+02,
3.31E+04,1.38E-10,3.23E+02,
3.49E+04,1.29E-10,3.23E+02,
3.69E+04,1.21E-10,3.23E+02,
3.89E+04,1.14E-10,3.23E+02,
4.11E+04,1.07E-10,3.23E+02,
4.34E+04,1.01E-10,3.23E+02,
4.58E+04,9.57E-11,3.23E+02,
4.83E+04,9.07E-11,3.23E+02,
5.10E+04,8.62E-11,3.23E+02,
5.39E+04,8.21E-11,3.23E+02,
5.69E+04,7.84E-11,3.23E+02,
6.00E+04,7.50E-11,3.23E+02,
6.34E+04,7.19E-11,3.23E+02,
6.69E+04,6.91E-11,3.23E+02,
7.06E+04,6.65E-11,3.23E+02,
7.45E+04,6.42E-11,3.23E+02,
7.87E+04,6.20E-11,3.23E+02,
8.30E+04,6.00E-11,3.23E+02,
8.77E+04,5.82E-11,3.23E+02,
9.25E+04,5.66E-11,3.23E+02,
9.77E+04,5.51E-11,3.22E+02,
1.03E+05,5.36E-11,3.22E+02,
1.09E+05,5.24E-11,3.22E+02,
1.15E+05,5.12E-11,3.22E+02,
1.21E+05,5.01E-11,3.22E+02,
1.28E+05,4.91E-11,3.22E+02,
1.35E+05,4.81E-11,3.22E+02,
1.43E+05,4.73E-11,3.22E+02,
1.51E+05,4.65E-11,3.22E+02,
1.59E+05,4.57E-11,3.22E+02,
1.68E+05,4.50E-11,3.22E+02,
1.77E+05,4.44E-11,3.22E+02,
1.87E+05,4.38E-11,3.22E+02,
1.97E+05,4.32E-11,3.22E+02,
2.08E+05,4.27E-11,3.22E+02,
2.20E+05,4.22E-11,3.22E+02,
2.32E+05,4.17E-11,3.22E+02,
2.45E+05,4.13E-11,3.22E+02,
2.59E+05,4.09E-11,3.22E+02,
2.73E+05,4.04E-11,3.22E+02,
2.88E+05,4.01E-11,3.22E+02,
3.04E+05,3.97E-11,3.22E+02,
3.21E+05,3.94E-11,3.22E+02,
3.39E+05,3.91E-11,3.22E+02,
3.58E+05,3.88E-11,3.22E+02,
3.78E+05,3.85E-11,3.22E+02,
3.99E+05,3.82E-11,3.22E+02,
4.21E+05,3.79E-11,3.22E+02,
4.44E+05,3.77E-11,3.22E+02,
4.69E+05,3.74E-11,3.21E+02,
4.95E+05,3.72E-11,3.21E+02,
5.23E+05,3.70E-11,3.21E+02,
5.52E+05,3.67E-11,3.21E+02,
5.82E+05,3.65E-11,3.21E+02,
6.15E+05,3.63E-11,3.21E+02,
6.49E+05,3.61E-11,3.21E+02,
6.85E+05,3.59E-11,3.21E+02,
7.23E+05,3.57E-11,3.21E+02,
7.63E+05,3.55E-11,3.21E+02,
8.05E+05,3.53E-11,3.21E+02,
8.50E+05,3.51E-11,3.21E+02,
8.98E+05,3.49E-11,3.21E+02,
9.47E+05,3.47E-11,3.21E+02,
1.00E+06,3.45E-11,3.20E+02,
