frecuencia,Z/Cp/Cs,Tetha/Rp/D,
3.06E+03,3.89E+02,-2.58E+00,
3.23E+03,3.89E+02,-2.48E+00,
3.41E+03,3.89E+02,-2.38E+00,
3.60E+03,3.89E+02,-2.29E+00,
3.80E+03,3.89E+02,-2.19E+00,
4.01E+03,3.89E+02,-2.11E+00,
4.24E+03,3.88E+02,-2.03E+00,
4.47E+03,3.88E+02,-1.95E+00,
4.72E+03,3.88E+02,-1.87E+00,
4.98E+03,3.88E+02,-1.80E+00,
5.26E+03,3.88E+02,-1.73E+00,
5.55E+03,3.88E+02,-1.67E+00,
5.86E+03,3.88E+02,-1.61E+00,
6.19E+03,3.88E+02,-1.55E+00,
6.53E+03,3.88E+02,-1.49E+00,
6.89E+03,3.88E+02,-1.44E+00,
7.28E+03,3.88E+02,-1.39E+00,
7.68E+03,3.88E+02,-1.34E+00,
8.11E+03,3.88E+02,-1.30E+00,
8.56E+03,3.88E+02,-1.25E+00,
9.04E+03,3.88E+02,-1.21E+00,
9.54E+03,3.88E+02,-1.18E+00,
1.01E+04,3.88E+02,-1.14E+00,
1.06E+04,3.88E+02,-1.11E+00,
1.12E+04,3.88E+02,-1.08E+00,
1.18E+04,3.89E+02,-1.05E+00,
1.25E+04,3.89E+02,-1.02E+00,
1.32E+04,3.89E+02,-9.99E-01,
1.39E+04,3.89E+02,-9.75E-01,
1.47E+04,3.89E+02,-9.54E-01,
1.55E+04,3.89E+02,-9.35E-01,
1.64E+04,3.89E+02,-9.18E-01,
1.73E+04,3.89E+02,-9.02E-01,
1.83E+04,3.89E+02,-8.88E-01,
1.93E+04,3.89E+02,-8.76E-01,
2.03E+04,3.89E+02,-8.65E-01,
2.15E+04,3.89E+02,-8.56E-01,
2.27E+04,3.89E+02,-8.48E-01,
2.39E+04,3.89E+02,-8.42E-01,
2.53E+04,3.89E+02,-8.39E-01,
2.67E+04,3.90E+02,-8.37E-01,
2.81E+04,3.90E+02,-8.35E-01,
2.97E+04,3.90E+02,-8.37E-01,
3.14E+04,3.90E+02,-8.40E-01,
3.31E+04,3.90E+02,-8.44E-01,
3.49E+04,3.90E+02,-8.50E-01,
3.69E+04,3.90E+02,-8.56E-01,
3.89E+04,3.90E+02,-8.66E-01,
4.11E+04,3.90E+02,-8.76E-01,
4.34E+04,3.90E+02,-8.88E-01,
4.58E+04,3.90E+02,-9.02E-01,
4.83E+04,3.90E+02,-9.17E-01,
5.10E+04,3.90E+02,-9.35E-01,
5.39E+04,3.90E+02,-9.54E-01,
5.69E+04,3.91E+02,-9.75E-01,
6.00E+04,3.91E+02,-9.97E-01,
6.34E+04,3.91E+02,-1.02E+00,
6.69E+04,3.91E+02,-1.05E+00,
7.06E+04,3.91E+02,-1.08E+00,
7.45E+04,3.91E+02,-1.11E+00,
7.87E+04,3.91E+02,-1.14E+00,
8.30E+04,3.91E+02,-1.18E+00,
8.77E+04,3.91E+02,-1.21E+00,
9.25E+04,3.91E+02,-1.25E+00,
9.77E+04,3.91E+02,-1.30E+00,
1.03E+05,3.91E+02,-1.34E+00,
1.09E+05,3.91E+02,-1.39E+00,
1.15E+05,3.91E+02,-1.44E+00,
1.21E+05,3.91E+02,-1.49E+00,
1.28E+05,3.91E+02,-1.54E+00,
1.35E+05,3.90E+02,-1.60E+00,
1.43E+05,3.90E+02,-1.66E+00,
1.51E+05,3.90E+02,-1.73E+00,
1.59E+05,3.90E+02,-1.80E+00,
1.68E+05,3.90E+02,-1.87E+00,
1.77E+05,3.90E+02,-1.94E+00,
1.87E+05,3.90E+02,-2.02E+00,
1.97E+05,3.90E+02,-2.11E+00,
2.08E+05,3.90E+02,-2.19E+00,
2.20E+05,3.90E+02,-2.29E+00,
2.32E+05,3.90E+02,-2.38E+00,
2.45E+05,3.89E+02,-2.48E+00,
2.59E+05,3.89E+02,-2.59E+00,
2.73E+05,3.89E+02,-2.70E+00,
2.88E+05,3.89E+02,-2.82E+00,
3.04E+05,3.89E+02,-2.94E+00,
3.21E+05,3.89E+02,-3.07E+00,
3.39E+05,3.89E+02,-3.20E+00,
3.58E+05,3.88E+02,-3.34E+00,
3.78E+05,3.88E+02,-3.49E+00,
3.99E+05,3.88E+02,-3.64E+00,
4.21E+05,3.88E+02,-3.81E+00,
4.44E+05,3.87E+02,-3.97E+00,
4.69E+05,3.87E+02,-4.15E+00,
4.95E+05,3.87E+02,-4.34E+00,
5.23E+05,3.87E+02,-4.53E+00,
5.52E+05,3.86E+02,-4.73E+00,
5.82E+05,3.86E+02,-4.93E+00,
6.15E+05,3.85E+02,-5.16E+00,
6.49E+05,3.85E+02,-5.38E+00,
6.85E+05,3.84E+02,-5.62E+00,
7.23E+05,3.84E+02,-5.87E+00,
7.63E+05,3.83E+02,-6.12E+00,
8.05E+05,3.82E+02,-6.38E+00,
8.50E+05,3.82E+02,-6.65E+00,
8.98E+05,3.81E+02,-6.94E+00,
9.47E+05,3.80E+02,-7.24E+00,
1.00E+06,3.79E+02,-7.55E+00,
