frecuencia,Z/Cp/Cs,Tetha/Rp/D,
1.12E+04,3.45E+02,-1.90E+00,
1.18E+04,3.44E+02,-1.87E+00,
1.25E+04,3.44E+02,-1.85E+00,
1.32E+04,3.44E+02,-1.83E+00,
1.39E+04,3.44E+02,-1.81E+00,
1.47E+04,3.44E+02,-1.79E+00,
1.55E+04,3.44E+02,-1.78E+00,
1.64E+04,3.44E+02,-1.76E+00,
1.73E+04,3.43E+02,-1.75E+00,
1.83E+04,3.43E+02,-1.74E+00,
1.93E+04,3.43E+02,-1.73E+00,
2.03E+04,3.43E+02,-1.72E+00,
2.15E+04,3.43E+02,-1.72E+00,
2.27E+04,3.43E+02,-1.71E+00,
2.39E+04,3.43E+02,-1.71E+00,
2.53E+04,3.42E+02,-1.70E+00,
2.67E+04,3.42E+02,-1.70E+00,
2.81E+04,3.42E+02,-1.71E+00,
2.97E+04,3.42E+02,-1.71E+00,
3.14E+04,3.42E+02,-1.71E+00,
3.31E+04,3.42E+02,-1.72E+00,
3.49E+04,3.42E+02,-1.72E+00,
3.69E+04,3.41E+02,-1.73E+00,
3.89E+04,3.41E+02,-1.74E+00,
4.11E+04,3.41E+02,-1.75E+00,
4.34E+04,3.41E+02,-1.76E+00,
4.58E+04,3.41E+02,-1.78E+00,
4.83E+04,3.41E+02,-1.79E+00,
5.10E+04,3.40E+02,-1.80E+00,
5.39E+04,3.40E+02,-1.82E+00,
5.69E+04,3.40E+02,-1.84E+00,
6.00E+04,3.40E+02,-1.86E+00,
6.34E+04,3.40E+02,-1.88E+00,
6.69E+04,3.40E+02,-1.90E+00,
7.06E+04,3.39E+02,-1.92E+00,
7.45E+04,3.39E+02,-1.95E+00,
7.87E+04,3.39E+02,-1.97E+00,
8.30E+04,3.39E+02,-2.00E+00,
8.77E+04,3.39E+02,-2.03E+00,
9.25E+04,3.38E+02,-2.06E+00,
9.77E+04,3.38E+02,-2.09E+00,
1.03E+05,3.38E+02,-2.13E+00,
1.09E+05,3.38E+02,-2.16E+00,
1.15E+05,3.37E+02,-2.20E+00,
1.21E+05,3.37E+02,-2.24E+00,
1.28E+05,3.37E+02,-2.28E+00,
1.35E+05,3.37E+02,-2.32E+00,
1.43E+05,3.36E+02,-2.36E+00,
1.51E+05,3.36E+02,-2.41E+00,
1.59E+05,3.36E+02,-2.45E+00,
1.68E+05,3.36E+02,-2.50E+00,
1.77E+05,3.35E+02,-2.55E+00,
1.87E+05,3.35E+02,-2.60E+00,
1.97E+05,3.35E+02,-2.65E+00,
2.08E+05,3.34E+02,-2.71E+00,
2.20E+05,3.34E+02,-2.77E+00,
2.32E+05,3.34E+02,-2.83E+00,
2.45E+05,3.33E+02,-2.89E+00,
2.59E+05,3.33E+02,-2.96E+00,
2.73E+05,3.33E+02,-3.02E+00,
2.88E+05,3.32E+02,-3.09E+00,
3.04E+05,3.32E+02,-3.16E+00,
3.21E+05,3.32E+02,-3.24E+00,
3.39E+05,3.31E+02,-3.31E+00,
3.58E+05,3.31E+02,-3.39E+00,
3.78E+05,3.30E+02,-3.47E+00,
3.99E+05,3.30E+02,-3.55E+00,
4.21E+05,3.29E+02,-3.64E+00,
4.44E+05,3.29E+02,-3.73E+00,
4.69E+05,3.29E+02,-3.82E+00,
4.95E+05,3.28E+02,-3.91E+00,
5.23E+05,3.28E+02,-4.01E+00,
5.52E+05,3.27E+02,-4.11E+00,
5.82E+05,3.27E+02,-4.21E+00,
6.15E+05,3.26E+02,-4.32E+00,
6.49E+05,3.26E+02,-4.43E+00,
6.85E+05,3.25E+02,-4.53E+00,
7.23E+05,3.24E+02,-4.65E+00,
7.63E+05,3.24E+02,-4.77E+00,
8.05E+05,3.23E+02,-4.89E+00,
8.50E+05,3.23E+02,-5.01E+00,
8.98E+05,3.22E+02,-5.14E+00,
9.47E+05,3.22E+02,-5.27E+00,
1.00E+06,3.21E+02,-5.40E+00,
