frecuencia,Z/Cp/Cs,Tetha/Rp/D,
9.77E+04,3.64E+02,-5.43E-01,
1.03E+05,3.64E+02,-5.57E-01,
1.09E+05,3.64E+02,-5.71E-01,
1.15E+05,3.64E+02,-5.87E-01,
1.21E+05,3.64E+02,-6.04E-01,
1.28E+05,3.64E+02,-6.23E-01,
1.35E+05,3.64E+02,-6.42E-01,
1.43E+05,3.64E+02,-6.64E-01,
1.51E+05,3.64E+02,-6.86E-01,
1.59E+05,3.64E+02,-7.10E-01,
1.68E+05,3.64E+02,-7.36E-01,
1.77E+05,3.64E+02,-7.63E-01,
1.87E+05,3.64E+02,-7.92E-01,
1.97E+05,3.64E+02,-8.23E-01,
2.08E+05,3.64E+02,-8.56E-01,
2.20E+05,3.65E+02,-8.91E-01,
2.32E+05,3.65E+02,-9.27E-01,
2.45E+05,3.65E+02,-9.66E-01,
2.59E+05,3.65E+02,-1.01E+00,
2.73E+05,3.65E+02,-1.05E+00,
2.88E+05,3.65E+02,-1.10E+00,
3.04E+05,3.65E+02,-1.14E+00,
3.21E+05,3.65E+02,-1.19E+00,
3.39E+05,3.65E+02,-1.25E+00,
3.58E+05,3.65E+02,-1.30E+00,
3.78E+05,3.65E+02,-1.36E+00,
3.99E+05,3.65E+02,-1.43E+00,
4.21E+05,3.65E+02,-1.49E+00,
4.44E+05,3.65E+02,-1.56E+00,
4.69E+05,3.65E+02,-1.63E+00,
4.95E+05,3.65E+02,-1.71E+00,
5.23E+05,3.65E+02,-1.79E+00,
5.52E+05,3.65E+02,-1.87E+00,
5.82E+05,3.65E+02,-1.96E+00,
6.15E+05,3.65E+02,-2.06E+00,
6.49E+05,3.65E+02,-2.15E+00,
6.85E+05,3.65E+02,-2.26E+00,
7.23E+05,3.65E+02,-2.36E+00,
7.63E+05,3.65E+02,-2.48E+00,
8.05E+05,3.65E+02,-2.60E+00,
8.50E+05,3.65E+02,-2.72E+00,
8.98E+05,3.65E+02,-2.85E+00,
9.47E+05,3.65E+02,-2.99E+00,
1.00E+06,3.65E+02,-3.13E+00,
