frecuencia,Z/Cp/Cs,Tetha/Rp/D,
1.36E+03,3.23E-08,3.39E+02,
1.44E+03,2.94E-08,3.38E+02,
1.52E+03,2.68E-08,3.38E+02,
1.60E+03,2.44E-08,3.37E+02,
1.69E+03,2.22E-08,3.37E+02,
1.78E+03,2.02E-08,3.36E+02,
1.88E+03,1.84E-08,3.36E+02,
1.99E+03,1.67E-08,3.35E+02,
2.10E+03,1.52E-08,3.35E+02,
2.21E+03,1.38E-08,3.34E+02,
2.34E+03,1.26E-08,3.34E+02,
2.47E+03,1.14E-08,3.34E+02,
2.60E+03,1.04E-08,3.33E+02,
2.75E+03,9.46E-09,3.33E+02,
2.90E+03,8.60E-09,3.32E+02,
3.06E+03,7.81E-09,3.32E+02,
3.23E+03,7.09E-09,3.32E+02,
3.41E+03,6.44E-09,3.32E+02,
3.60E+03,5.85E-09,3.32E+02,
3.80E+03,5.32E-09,3.31E+02,
4.01E+03,4.83E-09,3.31E+02,
4.24E+03,4.38E-09,3.31E+02,
4.47E+03,3.98E-09,3.31E+02,
4.72E+03,3.62E-09,3.31E+02,
4.98E+03,3.28E-09,3.30E+02,
5.26E+03,2.98E-09,3.30E+02,
5.55E+03,2.71E-09,3.30E+02,
5.86E+03,2.46E-09,3.30E+02,
6.19E+03,2.23E-09,3.30E+02,
6.53E+03,2.03E-09,3.30E+02,
6.89E+03,1.84E-09,3.30E+02,
7.28E+03,1.68E-09,3.30E+02,
7.68E+03,1.52E-09,3.30E+02,
8.11E+03,1.38E-09,3.30E+02,
8.56E+03,1.26E-09,3.30E+02,
9.04E+03,1.14E-09,3.29E+02,
9.54E+03,1.04E-09,3.29E+02,
1.01E+04,9.46E-10,3.29E+02,
1.06E+04,8.62E-10,3.29E+02,
1.12E+04,7.85E-10,3.29E+02,
1.18E+04,7.16E-10,3.29E+02,
1.25E+04,6.53E-10,3.29E+02,
1.32E+04,5.95E-10,3.29E+02,
1.39E+04,5.43E-10,3.29E+02,
1.47E+04,4.96E-10,3.29E+02,
1.55E+04,4.54E-10,3.29E+02,
1.64E+04,4.15E-10,3.29E+02,
1.73E+04,3.80E-10,3.29E+02,
1.83E+04,3.48E-10,3.29E+02,
1.93E+04,3.19E-10,3.29E+02,
2.03E+04,2.93E-10,3.29E+02,
2.15E+04,2.69E-10,3.29E+02,
2.27E+04,2.47E-10,3.29E+02,
2.39E+04,2.28E-10,3.29E+02,
2.53E+04,2.10E-10,3.29E+02,
2.67E+04,1.94E-10,3.29E+02,
2.81E+04,1.80E-10,3.29E+02,
2.97E+04,1.67E-10,3.29E+02,
3.14E+04,1.55E-10,3.29E+02,
3.31E+04,1.44E-10,3.29E+02,
3.49E+04,1.34E-10,3.29E+02,
3.69E+04,1.25E-10,3.29E+02,
3.89E+04,1.17E-10,3.29E+02,
4.11E+04,1.10E-10,3.29E+02,
4.34E+04,1.03E-10,3.29E+02,
4.58E+04,9.70E-11,3.29E+02,
4.83E+04,9.14E-11,3.30E+02,
5.10E+04,8.63E-11,3.30E+02,
5.39E+04,8.18E-11,3.30E+02,
5.69E+04,7.77E-11,3.30E+02,
6.00E+04,7.40E-11,3.30E+02,
6.34E+04,7.05E-11,3.30E+02,
6.69E+04,6.73E-11,3.30E+02,
7.06E+04,6.44E-11,3.30E+02,
7.45E+04,6.18E-11,3.30E+02,
7.87E+04,5.94E-11,3.30E+02,
8.30E+04,5.72E-11,3.30E+02,
8.77E+04,5.53E-11,3.30E+02,
9.25E+04,5.34E-11,3.30E+02,
9.77E+04,5.18E-11,3.30E+02,
1.03E+05,5.02E-11,3.30E+02,
1.09E+05,4.88E-11,3.30E+02,
1.15E+05,4.75E-11,3.30E+02,
1.21E+05,4.64E-11,3.30E+02,
1.28E+05,4.53E-11,3.30E+02,
1.35E+05,4.43E-11,3.30E+02,
1.43E+05,4.34E-11,3.30E+02,
1.51E+05,4.25E-11,3.30E+02,
1.59E+05,4.17E-11,3.30E+02,
1.68E+05,4.10E-11,3.30E+02,
1.77E+05,4.03E-11,3.30E+02,
1.87E+05,3.96E-11,3.30E+02,
1.97E+05,3.90E-11,3.30E+02,
2.08E+05,3.85E-11,3.30E+02,
2.20E+05,3.79E-11,3.30E+02,
2.32E+05,3.75E-11,3.30E+02,
2.45E+05,3.70E-11,3.30E+02,
2.59E+05,3.66E-11,3.30E+02,
2.73E+05,3.62E-11,3.30E+02,
2.88E+05,3.58E-11,3.30E+02,
3.04E+05,3.54E-11,3.30E+02,
3.21E+05,3.51E-11,3.30E+02,
3.39E+05,3.47E-11,3.30E+02,
3.58E+05,3.44E-11,3.30E+02,
3.78E+05,3.41E-11,3.30E+02,
3.99E+05,3.38E-11,3.30E+02,
4.21E+05,3.36E-11,3.30E+02,
4.44E+05,3.33E-11,3.30E+02,
4.69E+05,3.31E-11,3.30E+02,
4.95E+05,3.28E-11,3.30E+02,
5.23E+05,3.26E-11,3.30E+02,
5.52E+05,3.24E-11,3.30E+02,
5.82E+05,3.22E-11,3.30E+02,
6.15E+05,3.20E-11,3.30E+02,
6.49E+05,3.18E-11,3.30E+02,
6.85E+05,3.15E-11,3.30E+02,
7.23E+05,3.13E-11,3.30E+02,
7.63E+05,3.11E-11,3.30E+02,
8.05E+05,3.09E-11,3.30E+02,
8.50E+05,3.08E-11,3.30E+02,
8.98E+05,3.06E-11,3.30E+02,
9.47E+05,3.04E-11,3.30E+02,
1.00E+06,3.02E-11,3.30E+02,
