frecuencia,Z/Cp/Cs,Tetha/Rp/D,
6.53E+03,2.61E-09,2.80E+02,
6.89E+03,2.37E-09,2.80E+02,
7.28E+03,2.15E-09,2.80E+02,
7.68E+03,1.96E-09,2.79E+02,
8.11E+03,1.78E-09,2.79E+02,
8.56E+03,1.62E-09,2.79E+02,
9.04E+03,1.47E-09,2.79E+02,
9.54E+03,1.34E-09,2.79E+02,
1.01E+04,1.22E-09,2.79E+02,
1.06E+04,1.11E-09,2.79E+02,
1.12E+04,1.01E-09,2.79E+02,
1.18E+04,9.17E-10,2.79E+02,
1.25E+04,8.36E-10,2.79E+02,
1.32E+04,7.64E-10,2.79E+02,
1.39E+04,6.96E-10,2.79E+02,
1.47E+04,6.38E-10,2.79E+02,
1.55E+04,5.83E-10,2.79E+02,
1.64E+04,5.34E-10,2.79E+02,
1.73E+04,4.89E-10,2.79E+02,
1.83E+04,4.49E-10,2.79E+02,
1.93E+04,4.13E-10,2.79E+02,
2.03E+04,3.79E-10,2.79E+02,
2.15E+04,3.49E-10,2.79E+02,
2.27E+04,3.21E-10,2.79E+02,
2.39E+04,2.96E-10,2.80E+02,
2.53E+04,2.74E-10,2.80E+02,
2.67E+04,2.54E-10,2.80E+02,
2.81E+04,2.36E-10,2.80E+02,
2.97E+04,2.20E-10,2.79E+02,
3.14E+04,2.05E-10,2.79E+02,
3.31E+04,1.91E-10,2.79E+02,
3.49E+04,1.79E-10,2.79E+02,
3.69E+04,1.68E-10,2.79E+02,
3.89E+04,1.58E-10,2.79E+02,
4.11E+04,1.49E-10,2.79E+02,
4.34E+04,1.40E-10,2.79E+02,
4.58E+04,1.33E-10,2.80E+02,
4.83E+04,1.26E-10,2.80E+02,
5.10E+04,1.19E-10,2.80E+02,
5.39E+04,1.14E-10,2.80E+02,
5.69E+04,1.09E-10,2.80E+02,
6.00E+04,1.04E-10,2.79E+02,
6.34E+04,9.96E-11,2.80E+02,
6.69E+04,9.56E-11,2.79E+02,
7.06E+04,9.20E-11,2.79E+02,
7.45E+04,8.87E-11,2.79E+02,
7.87E+04,8.57E-11,2.79E+02,
8.30E+04,8.29E-11,2.79E+02,
8.77E+04,8.04E-11,2.79E+02,
9.25E+04,7.80E-11,2.79E+02,
9.77E+04,7.59E-11,2.79E+02,
1.03E+05,7.39E-11,2.79E+02,
1.09E+05,7.22E-11,2.80E+02,
1.15E+05,7.04E-11,2.79E+02,
1.21E+05,6.89E-11,2.79E+02,
1.28E+05,6.75E-11,2.79E+02,
1.35E+05,6.61E-11,2.79E+02,
1.43E+05,6.49E-11,2.79E+02,
1.51E+05,6.37E-11,2.79E+02,
1.59E+05,6.27E-11,2.79E+02,
1.68E+05,6.16E-11,2.79E+02,
1.77E+05,6.07E-11,2.79E+02,
1.87E+05,5.98E-11,2.79E+02,
1.97E+05,5.90E-11,2.79E+02,
2.08E+05,5.82E-11,2.79E+02,
2.20E+05,5.75E-11,2.79E+02,
2.32E+05,5.68E-11,2.79E+02,
2.45E+05,5.62E-11,2.79E+02,
2.59E+05,5.56E-11,2.79E+02,
2.73E+05,5.50E-11,2.79E+02,
2.88E+05,5.44E-11,2.79E+02,
3.04E+05,5.39E-11,2.79E+02,
3.21E+05,5.34E-11,2.79E+02,
3.39E+05,5.30E-11,2.79E+02,
3.58E+05,5.26E-11,2.79E+02,
3.78E+05,5.22E-11,2.79E+02,
3.99E+05,5.17E-11,2.79E+02,
4.21E+05,5.13E-11,2.79E+02,
4.44E+05,5.10E-11,2.79E+02,
4.69E+05,5.06E-11,2.79E+02,
4.95E+05,5.02E-11,2.79E+02,
5.23E+05,4.99E-11,2.79E+02,
5.52E+05,4.96E-11,2.79E+02,
5.82E+05,4.92E-11,2.79E+02,
6.15E+05,4.89E-11,2.79E+02,
6.49E+05,4.86E-11,2.79E+02,
6.85E+05,4.83E-11,2.78E+02,
7.23E+05,4.80E-11,2.78E+02,
7.63E+05,4.77E-11,2.78E+02,
8.05E+05,4.73E-11,2.78E+02,
8.50E+05,4.70E-11,2.78E+02,
8.98E+05,4.67E-11,2.78E+02,
9.47E+05,4.65E-11,2.78E+02,
1.00E+06,4.62E-11,2.78E+02,
